serie,iteracion,puntos_corte,rmse_medio,tiempo
serie_4,68,"[9, 21, 27, 49, 81, 112, 136, 137, 155, 179, 182, 197, 250, 273, 297, 311, 318, 345, 370, 377, 389, 393, 405, 444, 466, 473, 484, 487, 506, 507, 510, 529, 560, 570, 593, 597, 600, 615, 697, 774, 858, 903, 925, 955, 984, 986, 989, 992, 999]",1.569048,0.001652
serie_4,69,"[3, 18, 20, 25, 53, 64, 75, 79, 102, 138, 156, 164, 253, 257, 262, 278, 314, 377, 380, 386, 423, 428, 437, 458, 474, 488, 533, 549, 573, 577, 581, 608, 626, 671, 676, 699, 716, 766, 775, 785, 786, 799, 808, 845, 931, 950, 955, 957, 983]",1.572617,0.001664
serie_4,70,"[44, 48, 72, 74, 81, 85, 106, 151, 159, 192, 195, 239, 255, 256, 276, 300, 303, 338, 378, 381, 410, 429, 478, 492, 516, 520, 534, 566, 616, 617, 659, 667, 700, 712, 718, 730, 749, 754, 766, 815, 830, 834, 875, 887, 897, 900, 906, 908, 996]",1.565694,0.001742
serie_4,71,"[4, 5, 8, 11, 14, 34, 41, 80, 91, 124, 131, 133, 135, 151, 169, 198, 270, 277, 402, 435, 445, 465, 539, 541, 555, 568, 581, 585, 601, 615, 635, 666, 671, 687, 702, 703, 731, 732, 765, 795, 805, 817, 841, 865, 889, 896, 940, 966, 991]",1.575797,0.001714
serie_4,72,"[24, 78, 81, 104, 109, 126, 138, 184, 188, 196, 225, 235, 247, 292, 302, 318, 330, 331, 371, 384, 427, 441, 451, 452, 465, 475, 498, 556, 563, 606, 614, 622, 634, 642, 647, 698, 717, 743, 772, 787, 845, 850, 858, 884, 890, 893, 906, 908, 991]",1.568576,0.001708
serie_4,73,"[27, 47, 55, 108, 117, 194, 196, 230, 250, 289, 297, 305, 310, 324, 338, 344, 389, 400, 407, 430, 434, 477, 503, 543, 550, 566, 621, 645, 669, 678, 689, 730, 738, 748, 762, 788, 857, 862, 879, 886, 899, 908, 911, 916, 936, 938, 940, 954, 999]",1.569599,0.001717
serie_4,74,"[28, 53, 58, 89, 119, 128, 142, 215, 227, 247, 248, 373, 379, 386, 393, 414, 423, 471, 476, 483, 495, 503, 506, 517, 521, 542, 578, 596, 615, 641, 695, 736, 746, 790, 851, 852, 857, 860, 879, 880, 882, 889, 906, 910, 914, 939, 965, 972, 984]",1.565504,0.001709
serie_4,75,"[6, 17, 39, 83, 117, 130, 147, 224, 272, 284, 292, 301, 307, 316, 336, 368, 384, 415, 437, 444, 460, 466, 492, 495, 517, 524, 529, 533, 553, 554, 580, 583, 590, 619, 624, 628, 638, 660, 674, 688, 700, 772, 826, 839, 861, 878, 883, 945, 983]",1.564297,0.001711
serie_4,76,"[14, 26, 36, 48, 60, 85, 107, 113, 140, 149, 168, 177, 182, 183, 217, 236, 255, 279, 310, 418, 424, 469, 519, 520, 536, 539, 541, 557, 568, 577, 593, 595, 613, 616, 646, 656, 686, 740, 780, 784, 796, 825, 842, 857, 902, 910, 927, 947, 968]",1.579257,0.001678
serie_4,77,"[14, 29, 40, 62, 64, 65, 109, 118, 140, 175, 186, 195, 213, 229, 289, 292, 302, 305, 315, 317, 352, 368, 383, 431, 448, 460, 512, 542, 581, 589, 597, 619, 631, 658, 691, 694, 712, 721, 738, 756, 791, 816, 846, 858, 879, 883, 969, 990, 991]",1.587299,0.001685
serie_4,78,"[36, 47, 86, 109, 118, 145, 160, 163, 183, 213, 219, 261, 264, 284, 305, 306, 310, 343, 382, 397, 406, 408, 481, 513, 527, 528, 529, 571, 586, 590, 599, 616, 617, 677, 713, 737, 778, 781, 811, 842, 847, 850, 851, 920, 922, 925, 933, 941, 992]",1.574431,0.002043
serie_4,79,"[23, 37, 41, 101, 104, 110, 133, 143, 182, 184, 196, 197, 225, 243, 270, 276, 301, 313, 319, 390, 405, 463, 486, 495, 561, 607, 610, 614, 623, 674, 686, 714, 763, 781, 816, 832, 834, 836, 837, 852, 856, 866, 889, 895, 932, 943, 945, 977, 985]",1.555079,0.001730
serie_4,80,"[1, 4, 6, 23, 92, 93, 98, 123, 130, 153, 155, 184, 193, 211, 226, 236, 240, 273, 280, 282, 297, 325, 348, 371, 405, 428, 471, 539, 561, 564, 600, 613, 652, 653, 657, 709, 735, 791, 815, 863, 866, 897, 905, 954, 956, 966, 976, 978, 999]",1.561857,0.001662
serie_4,81,"[18, 24, 48, 61, 62, 87, 118, 134, 138, 160, 197, 267, 288, 306, 312, 317, 319, 328, 354, 357, 371, 373, 412, 413, 482, 509, 514, 518, 525, 585, 620, 634, 680, 703, 721, 732, 742, 790, 805, 838, 855, 859, 879, 885, 892, 893, 952, 959, 969]",1.550685,0.001655
serie_4,82,"[5, 22, 37, 38, 45, 69, 107, 161, 176, 202, 208, 209, 212, 257, 258, 294, 298, 311, 333, 334, 353, 369, 375, 389, 400, 451, 526, 541, 575, 586, 632, 661, 682, 697, 720, 775, 789, 793, 820, 832, 841, 859, 874, 876, 888, 902, 909, 949, 956]",1.578490,0.001682
serie_4,83,"[20, 41, 44, 52, 59, 68, 88, 113, 181, 186, 194, 221, 236, 249, 258, 261, 265, 268, 274, 311, 333, 348, 369, 394, 479, 482, 493, 496, 504, 507, 529, 616, 682, 689, 734, 743, 765, 780, 787, 814, 824, 886, 890, 899, 910, 912, 926, 983, 989]",1.569646,0.001697
serie_4,84,"[15, 33, 62, 64, 98, 114, 118, 133, 159, 160, 162, 243, 259, 279, 282, 302, 308, 309, 332, 356, 374, 378, 385, 442, 455, 456, 491, 497, 542, 557, 604, 616, 620, 627, 628, 666, 685, 687, 691, 719, 764, 767, 776, 781, 915, 953, 962, 996, 999]",1.566129,0.001678
serie_4,85,"[13, 30, 38, 60, 79, 83, 94, 129, 140, 165, 229, 233, 278, 284, 297, 319, 340, 346, 370, 389, 481, 487, 496, 504, 528, 531, 533, 552, 569, 570, 612, 614, 621, 622, 627, 724, 776, 798, 816, 893, 904, 909, 937, 939, 946, 948, 961, 973, 981]",1.577229,0.001677
serie_4,86,"[15, 23, 60, 84, 92, 96, 145, 158, 183, 190, 198, 348, 372, 402, 441, 461, 520, 536, 546, 563, 576, 584, 587, 599, 637, 640, 647, 660, 664, 684, 696, 718, 729, 731, 733, 744, 749, 758, 779, 784, 788, 793, 816, 859, 863, 891, 914, 932, 960]",1.559922,0.001751
serie_4,87,"[3, 9, 17, 39, 52, 87, 91, 117, 129, 138, 141, 184, 201, 207, 214, 261, 310, 318, 325, 335, 376, 385, 434, 451, 455, 473, 507, 510, 589, 595, 597, 692, 702, 764, 779, 793, 804, 807, 812, 814, 818, 842, 848, 877, 893, 906, 926, 945, 979]",1.580352,0.001709
serie_4,88,"[37, 51, 100, 111, 144, 147, 153, 160, 162, 190, 220, 237, 238, 264, 265, 296, 334, 343, 349, 374, 383, 430, 491, 493, 546, 595, 622, 634, 639, 654, 660, 702, 715, 724, 742, 764, 767, 776, 792, 794, 798, 812, 816, 843, 889, 899, 918, 974, 984]",1.559267,0.001711
serie_4,89,"[4, 37, 58, 70, 76, 135, 198, 221, 227, 238, 281, 316, 321, 323, 325, 328, 369, 406, 409, 426, 448, 464, 518, 524, 544, 572, 632, 633, 726, 730, 755, 759, 784, 789, 802, 811, 820, 823, 844, 846, 851, 872, 924, 929, 937, 974, 976, 981, 999]",1.548635,0.001722
serie_4,90,"[5, 7, 16, 25, 42, 56, 59, 98, 115, 186, 192, 225, 282, 297, 301, 335, 338, 411, 442, 455, 478, 522, 526, 537, 544, 562, 586, 587, 628, 647, 662, 693, 694, 701, 705, 712, 726, 757, 778, 818, 825, 836, 893, 895, 903, 921, 931, 953, 984]",1.582697,0.001761
serie_4,91,"[21, 46, 57, 78, 91, 92, 147, 155, 179, 194, 198, 236, 242, 264, 296, 299, 322, 376, 377, 391, 393, 418, 421, 423, 448, 450, 501, 586, 595, 605, 628, 644, 651, 768, 774, 780, 803, 813, 817, 818, 820, 823, 838, 921, 953, 962, 975, 983, 988]",1.571734,0.001691
serie_4,92,"[27, 42, 97, 148, 159, 172, 178, 186, 187, 191, 212, 218, 221, 229, 271, 280, 288, 315, 319, 342, 423, 448, 454, 513, 522, 524, 537, 543, 555, 561, 569, 584, 603, 610, 628, 637, 651, 697, 714, 736, 768, 883, 885, 922, 928, 937, 960, 964, 987]",1.561144,0.001978
serie_4,93,"[10, 15, 23, 41, 57, 69, 85, 89, 94, 105, 135, 180, 186, 242, 272, 294, 310, 360, 361, 376, 380, 439, 440, 452, 484, 491, 506, 516, 540, 564, 572, 625, 651, 662, 664, 677, 682, 696, 718, 750, 788, 818, 820, 866, 867, 948, 953, 954, 987]",1.580169,0.001672
serie_4,94,"[24, 40, 92, 130, 137, 146, 156, 172, 180, 185, 201, 211, 226, 283, 287, 305, 322, 330, 344, 351, 352, 359, 368, 369, 387, 401, 413, 433, 444, 480, 509, 522, 541, 558, 572, 598, 613, 635, 638, 706, 726, 762, 788, 811, 915, 917, 944, 947, 971]",1.570838,0.001675
serie_4,95,"[3, 6, 47, 51, 66, 107, 153, 164, 244, 264, 333, 375, 386, 390, 403, 439, 451, 453, 455, 457, 465, 469, 494, 496, 500, 527, 545, 560, 575, 623, 634, 649, 658, 690, 696, 750, 756, 772, 793, 797, 806, 863, 881, 883, 893, 902, 914, 962, 975]",1.576192,0.001700
serie_4,96,"[6, 9, 20, 53, 57, 67, 114, 129, 137, 149, 155, 214, 226, 251, 274, 277, 290, 293, 297, 338, 408, 425, 440, 502, 522, 528, 533, 534, 589, 597, 601, 608, 609, 639, 694, 708, 739, 752, 821, 843, 901, 910, 914, 920, 922, 943, 947, 956, 989]",1.578941,0.001922
serie_4,97,"[4, 34, 85, 86, 132, 148, 156, 172, 192, 214, 230, 235, 264, 292, 342, 347, 357, 381, 392, 400, 405, 422, 437, 447, 459, 490, 526, 528, 571, 592, 616, 634, 645, 666, 702, 716, 721, 732, 743, 755, 826, 833, 841, 853, 887, 892, 948, 965, 976]",1.559478,0.001763
serie_4,98,"[7, 22, 50, 59, 65, 71, 132, 142, 150, 178, 207, 209, 228, 253, 278, 287, 289, 297, 323, 403, 434, 444, 449, 485, 504, 522, 566, 573, 601, 618, 669, 675, 716, 725, 743, 763, 765, 772, 784, 800, 801, 803, 811, 827, 830, 910, 940, 995, 999]",1.558592,0.001726
serie_4,99,"[37, 40, 49, 66, 95, 115, 121, 166, 210, 221, 239, 242, 298, 328, 341, 342, 344, 352, 372, 373, 392, 393, 394, 399, 442, 449, 493, 515, 532, 566, 578, 613, 635, 637, 691, 698, 711, 760, 774, 807, 861, 865, 867, 883, 892, 902, 913, 957, 998]",1.581739,0.002039
serie_4,100,"[29, 70, 75, 78, 79, 86, 91, 175, 198, 205, 207, 214, 237, 252, 268, 274, 278, 332, 334, 339, 365, 368, 379, 411, 427, 437, 471, 515, 544, 552, 585, 598, 599, 612, 627, 632, 664, 694, 766, 819, 849, 864, 938, 958, 961, 971, 973, 983, 985]",1.568919,0.001725
